Video_content,Release_time,The_video_duration,Estimated_Sales_volume_(pieces),Estimated_sales_amount,Number_of_likes,Number_of_comments,Number_of_reposts,Name
#活力奶奶  来啦！哈哈哈哈哈哈！腿上的伤请忽略！一曲#青花瓷意境摇  #dou来跳舞 @DOU+小助手,08-21 11:57:10,16秒,--,--,60500,2130,359,Cao Ying
#眼神杀 如果我男人，会不会更帅点？！#女扮男装  @DOU+小助手,08-20 11:35:23,8秒,--,--,59314,1746,124,Cao Ying
@曲波  @娄一晨 @吴海Ocean @敖子逸 一起跳一下！@超球少年 录制中！大家期待一下吧哈哈哈,08-19 11:09:17,9秒,--,--,44799,418,110,Cao Ying
#前方高能  一定要看完！！！！ @DOU+小助手,08-17 14:03:39,35秒,--,--,49592,2391,296,Cao Ying
我知道，不是我一个人这样！！！陪@王子  写作业？！我要去拯救世界[捂脸][捂脸][捂脸],08-14 10:00:31,22秒,--,--,65790,720,262,Cao Ying
#踢腿高能慢动作 来吧，海边踢一个哈哈哈哈！猜猜这次节目录完，又黑了多少？！??????#阳光之下,08-13 10:26:22,12秒,--,--,27207,729,52,Cao Ying
#dou来跳舞 #最佳搭档  哈哈哈我的天哪！带着我家@王子 小朋友一起跳一个吧,08-12 15:54:22,19秒,--,--,148002,4760,659,Cao Ying
#带你去看海 1.2.3.4走起来！ @DOU+小助手,08-11 15:05:25,12秒,--,--,52864,973,94,Cao Ying
#飒 是要付出代价的哈哈哈哈哈！你们不是问我拍了几遍吗？反正当时拍完手变红烧猪蹄了?????? @DOU+小助手,08-10 13:22:12,25秒,--,--,52486,835,113,Cao Ying
@王子 #小神兽在身边 #一本正经的搞笑  我是一个什么样的人？！?????? @DOU+小助手,08-08 16:11:09,12秒,--,--,71954,732,187,Cao Ying
#吃货  就吃就吃我就吃！?? 哈哈哈祝大家胃口好，吃嘛嘛香！?? @DOU+小助手,08-07 18:40:21,20秒,--,--,77946,931,1204,Cao Ying
#骁气十足舞蹈挑战  好久没跳跳古典风格了?? @DOU+小助手,08-07 11:34:34,10秒,--,--,80910,1188,257,Cao Ying
#秒切游戏脸  #全民变型记 就是想看看，我这个“描边选手”的游戏形象！哈哈哈#破次元变身 @DOU+小助手,08-06 11:31:23,7秒,--,--,46427,466,69,Cao Ying
#干饭人  #吃货  哈哈哈不用怀疑，这就是我的日常?????? 没敢夜里发怕被打！哈哈哈哈哈,08-05 10:19:50,15秒,--,--,81950,2516,781,Cao Ying
#运动女孩  拍摄运动节目的我，这伤痕累累的腿啊?????? 另外，这“美黑”做的不错吧??????哈哈哈,08-04 14:39:52,10秒,--,--,55354,1171,232,Cao Ying
#帽子控小姐姐  哈哈哈做运动节目每天最开心的，就是戴帽子！不用弄发型啦?????? #抖音818新潮好物节,08-04 10:50:18,15秒,--,--,46366,532,100,Cao Ying
#风吹麦浪  #猛男舞  来吧，节目录制中，跳一下放松放松呗?? #抖音818新潮好物节,08-03 16:18:57,14秒,--,--,73584,1600,244,Cao Ying
8月14日，我们约一下吧#818你有什么宝 #抖音818新潮好物节,08-02 16:30:18,41秒,--,--,2626,66,13,Cao Ying
#一本正经的搞笑 #娘俩的小幸福  周末愉快哈哈哈 @王子 #小神兽在身边 @DOU+小助手,08-01 16:06:52,50秒,--,--,48858,557,216,Cao Ying
#你的眼睛像星星 #wink手势杀 周末愉快！  @DOU+小助手,07-30 13:39:17,11秒,--,--,49590,766,144,Cao Ying
@超球少年 主题曲发布啦！一起来跳吧！#超球少年 #超球少年奔跑舞 这个夏天的真人秀，来看 @DOU+小助手,07-27 16:52:48,18秒,--,--,44819,464,76,Cao Ying
#夺冠2021  #一起夺金2021  好消息传来！今天又增金牌！！！加油啊！！！ @DOU+小助手,07-25 19:23:30,15秒,--,--,47340,291,153,Cao Ying
#今日我是冠军  据说你们喜欢这个，我就给你们重新拍一个吧！#举重夺冠,07-25 18:26:06,8秒,--,--,141252,2469,735,Cao Ying
#中国加油,07-23 13:15:11,14秒,--,--,382669,15868,719,Cao Ying
#向前冲    为了梦！ #拼搏为了永恒的光荣   中国健儿！加油！ #夺冠花环助威加油  #夺冠2021 #冠军花环助威加油,07-22 15:37:17,14秒,--,--,99194,1291,471,Cao Ying
总有一些眷恋，也是心底的美好#多想留在你身边 @DOU+小助手,07-19 14:34:50,9秒,--,--,48368,497,207,Cao Ying
#这么热的天   ??  杭州今天真的很热。。。。你们那边呢？,07-19 12:30:44,9秒,--,--,30193,633,56,Cao Ying
今天这身行头、这气质还行吗？高清相机还原本真气质#街拍 #气质,07-18 18:14:48,15秒,--,--,314005,12265,2059,Cao Ying
人生就是不停地往前走就行，别回头看，多期待前方的美好，少懊悔过期的遗憾，一切都会更好#霸气出场 #夏天的味道,07-18 12:45:22,9秒,--,--,140767,4666,1317,Cao Ying
#反转 就你皮！哈哈哈给大家讲个小段子啊？！这是@王子 同学自己喜欢刷的视频哈哈哈#母子日常  @DOU+小助手,07-17 15:30:46,18秒,--,--,176385,4171,1044,Cao Ying
披上战袍，为中国选手加油助威！期待你们的精彩表现和辉煌战绩#夺冠2021 #夺冠变装挑战,07-16 16:18:59,9秒,--,--,36685,601,54,Cao Ying
#风吹一夏 #飒 夏天的傍晚，出门溜达一下,07-14 15:37:53,11秒,--,--,72132,1868,574,Cao Ying
能一起主持节目，工作也变得开心啦。。。日常打卡一下！#扭一扭  #dou来跳舞 @DOU+小助手,07-14 10:43:36,10秒,--,--,58420,947,188,Cao Ying
#爱的冒险家   周末了，来听首新歌，跳个我编的舞啊?? #笑而不答舞   简单易学吧哈哈，来#合拍 啊??,07-09 16:07:20,15秒,--,--,86198,1448,274,Cao Ying
#生日快乐????  昨天是王先生生日！#仪式感不能少,07-08 16:31:55,47秒,--,--,136626,4537,517,Cao Ying
#嗨起来 #摇起来  后面是我们 zhi播jian常驻气氛组??  名副其实吧？！,07-05 16:46:46,11秒,--,--,39887,614,201,Cao Ying
#dou来跳舞 #今天穿这样  穿了新鞋换了短裤。。。??可以不被吐槽不换衣服鞋子了吗？金牛的懒你们不懂??,07-04 16:22:42,17秒,--,--,161764,4796,2327,Cao Ying
#厨房拟声舞  来吧，切菜板子敲起来??????#卡点,07-03 16:40:51,15秒,--,--,29548,754,52,Cao Ying
#照片里的时光   #一直幸福下去  @DOU+小助手,07-02 08:11:55,1分,--,--,115581,3934,509,Cao Ying
#建党百年  生日快乐！#祝祖国繁荣昌盛   @王子  @DOU+小助手,06-30 13:57:18,54秒,--,--,154417,8971,941,Cao Ying
节目结束，一起即兴一段儿#双人舞  呗！@王子 属于，无奈的陪麻麻玩儿哈哈哈哈 @DOU+小助手,06-26 20:36:55,14秒,--,--,57318,906,136,Cao Ying
#珠宝 #街拍  周末愉快??#女人爱美不分年龄 @DOU+小助手,06-26 18:05:54,8秒,--,--,55677,1148,163,Cao Ying
#dou来跳舞 #甜甜的舞蹈  周四啦，周末还远吗？?????? 哈哈哈哈 @DOU+小助手,06-24 16:59:54,13秒,--,--,46210,1150,100,Cao Ying
#打糕舞  #dou来跳舞   这几天都在录制《越战越勇》中。。。等我回来哈！??????,06-20 10:42:57,18秒,--,--,71475,1837,262,Cao Ying
#歌曲好久不见  #记录幸福时刻   留下每一个开心的瞬间?????? @DOU+小助手,06-18 18:00:26,9秒,--,--,57853,780,76,Cao Ying
#舞蹈  闭关休息，发个库存吧哈哈哈哈哈哈#舞出好心情,06-11 16:50:32,8秒,--,--,135852,2991,329,Cao Ying
#长腿   对于肌肉腿来说， 多走路，比跑步好??哈哈哈！来吧，帅一下！??,06-07 19:00:03,7秒,--,--,165098,4911,404,Cao Ying
你们每天让我拍的#大长腿   其实是肌肉腿哈哈哈！来看我的 #回马枪  一起来起个范儿啊 @DOU+小助手,06-07 12:58:18,22秒,--,--,56341,1483,115,Cao Ying
#六一儿童节 快乐！送给自己一份最好的礼物！#六一儿童节礼物   ??????,06-01 10:44:32,15秒,--,--,14088,231,28,Cao Ying
,,,,,,,,
这就是传说中的老公力！#夫妻日常 #爱豆有效营业大赏,08-31 11:02:49,16秒,--,--,73480,727,226,Wang Zulan
这个月的零花钱稳了！#爱豆有效营业大赏 #内容过于真实,08-27 11:02:42,17秒,--,--,193135,2202,1526,Wang Zulan
在一起，黄昏与四季～#夫妻日常 #爱豆有效营业大赏,08-23 11:01:21,17秒,--,--,100367,1960,1320,Wang Zulan
还是逃不过这结局……#夫妻日常搞笑 #爱豆有效营业大赏,08-20 11:12:22,14秒,--,--,88035,733,665,Wang Zulan
教你如何有效的要零花钱，学会了吗#爱豆有效营业大赏 #我能请你吃个饭吗,08-17 15:20:41,23秒,--,--,53595,841,1104,Wang Zulan
这视频拍不完了……#爱豆有效营业大赏#踢腿高能慢动作,08-17 12:02:52,6秒,--,--,93772,1404,397,Wang Zulan
牵你的手，春夏秋冬~ #夫妻日常#爱豆有效营业大赏,08-17 11:03:03,13秒,--,--,666504,16620,10499,Wang Zulan
万万没想到……#反转#爱豆有效营业大赏,08-16 11:09:17,28秒,--,--,136297,2486,1302,Wang Zulan
头有点晕……#来自猩猩的你#迷惑行为大赏,08-15 16:59:53,8秒,--,--,25964,419,350,Wang Zulan
你礼貌吗？？,08-13 16:51:05,8秒,--,--,154977,1729,1475,Wang Zulan
你们帮我看看，到底穿哪套衣服好？#李太白变装 #反转,08-13 15:03:54,6秒,--,--,161399,3527,1362,Wang Zulan
和 @容祖儿 一起 #合拍 你pick哪一个？#微甜摇摇舞,08-13 12:00:59,21秒,--,--,15710,341,116,Wang Zulan
#超强变身术 完美！,08-13 11:03:36,9秒,--,--,720617,23669,4804,Wang Zulan
就当是做了一场梦....#爱豆有效营业大赏 #沉浸式体验,08-13 09:00:00,16秒,--,--,55507,378,102,Wang Zulan
世俗总要男人无惧无畏……#小丑竟是我自己 #爱豆有效营业大赏,08-09 17:02:51,23秒,--,--,68749,581,442,Wang Zulan
#爱情不是随便许诺,08-09 11:03:09,12秒,--,--,331137,4148,2700,Wang Zulan
坐等夸我！#节奏踢踏舞 #跳舞使我快乐,08-08 11:02:56,9秒,--,--,492100,15970,11270,Wang Zulan
都让让，强哥来了！#主题曲一响直接爷青回 #强哥重返上海滩 #一开口秒回学生时代,08-07 11:14:46,10秒,--,--,26359,803,196,Wang Zulan
#随机剪裁挑战 我老婆是真没把你们当外人…,08-06 17:05:40,15秒,--,--,30536,461,135,Wang Zulan
原来这就是9秒83！#夺冠2021,08-06 11:08:50,8秒,--,--,355431,2322,2391,Wang Zulan
哈哈哈哈哈整不到我吧就是这么强大……#盛夏星日记 #神反转,08-05 11:09:45,26秒,--,--,507127,8747,4307,Wang Zulan
相信我，不看到最后，你们会后悔的！  #爱豆有效营业大赏 #万万没想到,08-04 17:00:52,14秒,--,--,29444,532,241,Wang Zulan
她尿床怎么了#万事皆可怎么了,08-04 11:02:26,22秒,--,--,256091,2190,2218,Wang Zulan
完了，好像暴露了点什么...#内容过于真实   #爱豆有效营业大赏,08-03 11:00:21,10秒,--,--,220439,2278,1957,Wang Zulan
快来看，这都是我为你们打下的江山！#爱豆有效营业大赏 #抖音818新潮好物节,08-02 17:00:26,26秒,--,--,29411,410,121,Wang Zulan
不装了，这些都是我的强项，其实我拿过5个冠军#本人有信心参加的奥运项目,08-02 11:01:28,21秒,--,--,73099,731,291,Wang Zulan
这样倒数，跳舞都更有范了，来试试看吧～#上才艺,08-01 19:40:53,15秒,--,--,41009,488,173,Wang Zulan
看到最后我才发现自己被安排的明明白白…#一定要看到最后 #爱豆有效营业大赏,08-01 17:26:42,23秒,--,--,89561,527,269,Wang Zulan
全抖音都在玩的#袋鼠摇手 我老婆怎么能没有？,08-01 11:00:43,9秒,--,--,333182,4987,9218,Wang Zulan
没错！艾慕！白客！#爱豆有效营业大赏 #盛夏星日记,07-31 17:08:20,14秒,--,--,55030,641,198,Wang Zulan
找回密码了，还有什么梗统统拿来吧你#爱豆有效营业大赏 #盛夏星日记,07-31 11:02:44,23秒,--,--,469695,6982,3777,Wang Zulan
#今日我是冠军 中国奥运健儿都是我们的骄傲！加油！！#夺冠2021 #一秒变身运动冠军,07-30 13:19:57,15秒,--,--,492052,3299,1757,Wang Zulan
中国健儿加油！祖国加油！#夺冠2021 #夺冠花环助威加油,07-22 19:50:26,13秒,--,--,336557,9553,906,Wang Zulan
和 @李慧珍 一起 #合拍 歌很好听#李慧珍倾斜的夏天合拍挑战,07-03 10:07:06,40秒,--,--,50154,789,121,Wang Zulan
致敬所有医护人员、志愿者和前线工作人员！#有你有我 #防疫必胜 #mv @TVB,06-23 19:58:46,3分28秒,--,--,26457,367,219,Wang Zulan
哈哈这一次葫芦娃的男一号非我莫属了吧！#过六一的仪式感,06-01 16:34:21,30秒,--,--,48502,1713,114,Wang Zulan
,,,,,,,,
你的择偶观是？#涂磊情感课堂 #抖音中秋礼遇季,08-31 22:51:00,25秒,--,--,220382,8537,19231,Tu Lei
你眼中的爱情像什么？#涂磊情感课堂 #抖音中秋礼遇季,08-31 19:17:11,11秒,--,--,289914,10014,13538,Tu Lei
牛奶有保质期，约定也有保质期#抖音中秋礼遇季 #人类幼崽成长计,08-31 18:02:20,30秒,--,--,172623,3228,1545,Tu Lei
看完视频你想到了谁？#涂磊情感课堂 #涂磊 #情感,08-31 15:45:02,11秒,--,--,123186,3853,2439,Tu Lei
“为什么生气后要先冷静一下“#抖音中秋礼遇季 #人类幼崽成长记,08-31 13:42:08,20秒,--,--,214367,5137,5968,Tu Lei
如果这辈子不想离婚怎么办？#涂磊情感课堂 #抖音中秋礼遇季,08-31 11:05:09,14秒,--,--,164690,8325,2796,Tu Lei
这是我最后一次提醒你！#涂磊情感课堂,08-30 18:56:03,13秒,--,--,670307,19718,51628,Tu Lei
他没那么爱我怎么办？#涂磊情感课堂 #内容过于真实,08-26 21:03:59,9秒,--,--,40561,1073,543,Tu Lei
你好，我是涂磊，请问有什么可以帮您？#涂磊情感课堂,08-26 20:02:28,22秒,--,--,137409,3326,1031,Tu Lei
挺住 一切都是必经的过程！#成长 #涂磊情感课堂,08-26 17:34:37,24秒,--,--,294592,13432,47485,Tu Lei
撒娇到底是谁的特权？#盛夏星日记,08-26 15:32:32,24秒,--,--,74369,1719,1421,Tu Lei
什么是无效恋爱？#涂磊情感课堂,08-26 10:16:55,13秒,--,--,546071,15717,55036,Tu Lei
爱情里最卑微的一句话，是…#涂磊情感课堂,08-26 08:48:49,13秒,--,--,654222,20667,42628,Tu Lei
婚后遇到心动的并不可怕，可怕的是遇到感动的异性#涂磊情感课堂,08-26 07:37:52,28秒,--,--,387965,9203,30291,Tu Lei
不拍了不拍了，下雨了 溜了#人间烟火定格照,08-25 19:44:53,6秒,--,--,693444,23094,2340,Tu Lei
8月26日早上7点来我直播间，给你想要的美。#自然堂你本来就很美,08-25 18:42:50,34秒,--,--,55150,1845,419,Tu Lei
#超酷游戏脸,08-25 10:32:18,9秒,--,--,43965,1583,150,Tu Lei
你的感受是什么，就说明了你是一个什么样的人。#乔任梁父母抖音评论,08-24 21:23:26,1分49秒,--,--,184711,5652,1477,Tu Lei
生活！#盛夏星日记,08-23 18:19:08,20秒,--,--,1694978,91526,10272,Tu Lei
无奈的视频！ #盛夏星日记 #涂磊,08-22 17:43:46,15秒,--,--,820358,41750,18517,Tu Lei
你还记得吗？#去年的美食手艺可以捡回来了#抖音818新潮好物节#抖音新潮好物夜,08-18 17:14:43,24秒,--,--,31974,805,182,Tu Lei
爱情中最痛苦的莫过于三件事#涂磊情感课堂 #抖音818新潮好物节#抖音新潮好物夜,08-18 16:02:34,21秒,--,--,284781,10783,34821,Tu Lei
你来比划，我来猜！#抖音818新潮好物节#抖音新潮好物夜,08-18 14:04:31,30秒,--,--,22892,498,158,Tu Lei
无言的思念#一张照片背后的故事,08-18 13:08:11,14秒,--,--,66326,1693,178,Tu Lei
出来混最重要的是什么？#抖音818新潮好物节#抖音新潮好物夜,08-18 11:55:34,36秒,--,--,134345,4871,4360,Tu Lei
防疫口诀你学会了吗？#防疫歌#抖音818新潮好物节#抖音新潮好物夜,08-18 10:52:33,17秒,--,--,22227,557,337,Tu Lei
你老公会帮你分担家务吗？ #抖音818新潮好物节#抖音新潮好物夜,08-18 09:34:44,45秒,--,--,290430,6551,7652,Tu Lei
#变回小时候 #抖音818新潮好物节#抖音新潮好物夜,08-17 21:01:05,7秒,--,--,118354,3184,578,Tu Lei
24小时可以干什么？#接住未来惊喜挑战 #抖音818新潮好物节#抖音新潮好物夜,08-17 19:44:03,22秒,--,--,16437,341,97,Tu Lei
我到底要被撞几次？#接住未来惊喜挑战 #抖音818新潮好物节#抖音新潮好物夜,08-17 17:53:14,15秒,--,--,17634,516,69,Tu Lei
难道是我记错了？#接住未来惊喜挑战 #抖音818新潮好物节#抖音新潮好物夜,08-17 15:02:42,21秒,--,--,24006,640,135,Tu Lei
这曲太带感了 跳起来！#让我们荡起双桨#抖音818新潮好物节#抖音新潮好物夜,08-17 11:04:58,15秒,--,--,107148,2876,911,Tu Lei
 苛选探长-涂磊，目标优价好物，准备好接收惊喜了吗？#接住未来惊喜挑战 #抖音818新潮好物节#抖音新潮好物夜  ,08-16 20:29:52,20秒,--,--,8005,206,50,Tu Lei
"为什么现实中看不见主持人#抖音818新潮好物节 
 #抖音新潮好物夜  #接住未来惊喜挑战",08-16 19:46:57,27秒,--,--,19280,756,111,Tu Lei
和涂磊一起#接住未来惊喜挑战   #抖音818新潮好物节,08-16 17:59:30,9秒,--,--,76354,781,124,Tu Lei
装还是不装？真是个值得思考的问题#思想#真相背后,08-15 18:05:16,1分54秒,--,--,70949,3255,3607,Tu Lei
#金牌育言家老涂《写给女儿二十年后的一封信》#七夕#亲爱的宝贝,08-14 20:37:58,1分46秒,--,--,258194,8951,30037,Tu Lei
#七夕 点赞这个涂磊（老）你的情感之路将会一切顺意，3天遇真爱，7天定终生，快来沾沾喜气！,08-13 20:19:19,15秒,--,--,17537,616,245,Tu Lei
变脸前后的帅，哪个是你的菜？#秒切游戏脸 #全民变型记,08-09 18:19:09,7秒,--,--,70851,3193,304,Tu Lei
好玩#奥运会 #夺冠2021,08-08 23:16:36,9秒,--,--,429427,24355,5013,Tu Lei
给我打几分？  #滑板高手 #夺冠2021 #今日我是冠军,08-08 22:27:48,6秒,--,--,226761,8776,1602,Tu Lei
来来来！两块钱一串#抖音818新潮好物节 #烧烤呀撸串呀,08-08 21:09:18,6秒,--,--,384077,16004,3916,Tu Lei
你并不想要自由！#涂磊情感课堂 #抖音818新潮好物节,08-08 20:30:00,1分26秒,--,--,26997,857,1963,Tu Lei
秋天的第一份爱心便当#立秋#抖音818新潮好物节,08-08 19:30:00,46秒,--,--,71810,2306,231,Tu Lei
有其父必有其女！#全红婵才14岁,08-08 18:30:00,1分43秒,--,--,157547,177,3821,Tu Lei
无论再忙，也要抽点时间多多陪伴孩子#爸爸带娃 #抖音818新潮好物节,08-08 17:05:13,28秒,--,--,1183063,21595,8123,Tu Lei
物质的女人不可怕，要爱的女人才可怕！#涂磊情感课堂 #抖音818新潮好物节,08-08 15:58:00,23秒,--,--,25712,643,608,Tu Lei
中国队加油??#夺冠2021 #奥运会,08-08 15:18:50,11秒,--,--,23404,423,76,Tu Lei
萧瑟的秋天要来了，再见，你我还是彼此吗？#涂磊情感课堂 #抖音818新潮好物节,08-08 14:30:01,9秒,--,--,102432,2336,1153,Tu Lei
选择的假象！#涂磊情感课堂 #抖音818新潮好物节,08-08 13:35:00,1分36秒,--,--,166357,7991,16730,Tu Lei
如何在相亲中凭实力脱单？#抖音818新潮好物节,08-08 12:00:00,22秒,--,--,22020,284,128,Tu Lei
孤独是修行！#涂磊情感课堂 #抖音818新潮好物节,08-08 11:31:03,1分14秒,--,--,248371,8404,38188,Tu Lei
涂（tú）味情话。#抖音818新潮好物节,08-08 10:00:00,22秒,--,--,19406,291,106,Tu Lei
你接种疫苗了吗？#抖音818新潮好物节,08-08 09:00:18,24秒,--,--,117971,2740,412,Tu Lei
人哪有那么容易崩溃，崩溃的是怕受伤的心 #抖音818新潮好物节,08-07 15:00:00,32秒,--,--,113644,2174,1877,Tu Lei
我喜欢14岁的全红婵#全红婵才14岁,08-06 22:21:24,1分52秒,--,--,1479134,28354,92156,Tu Lei
只要我跑得够快，就没人追得上我！#别抢我的总冠军奖杯,08-06 18:01:22,8秒,--,--,44057,1039,213,Tu Lei
离婚是否应该让孩子知道？#涂磊情感课堂,08-03 23:04:07,9秒,--,--,29439,853,429,Tu Lei
来了来了#骑驴进城,08-03 22:11:44,6秒,--,--,712536,32193,7583,Tu Lei
我尿床怎么了，你小时候没尿过床吗？#我尿床怎么了,08-03 21:36:12,15秒,--,--,33519,853,561,Tu Lei
国家伟大，中国加油！#今日我是冠军,08-03 20:40:34,14秒,--,--,56356,1139,442,Tu Lei
猜猜我看到了什么？#男人简单的快乐,08-03 19:31:14,8秒,--,--,25473,842,101,Tu Lei
快别问了！超多购物红包优价好物限时抢！ #抖音818新潮好物节,08-03 18:55:43,23秒,--,--,17002,297,98,Tu Lei
不负韶华，为国争光！#夺冠变装挑战 #一秒变身冠军,08-03 18:17:13,9秒,--,--,136429,2853,518,Tu Lei
我觉得这首歌是安慰我的#女人三十一枝花女人四十美如画,08-03 17:18:38,33秒,--,--,1355792,49314,41720,Tu Lei
萌不萌??#袋鼠摇手,08-03 16:11:08,6秒,--,--,41543,844,324,Tu Lei
为奥运加油！#今日我是冠军 #举重夺冠,08-03 15:00:08,6秒,--,--,58194,1227,237,Tu Lei
为什么女生在情感里没有安全感？#涂磊情感课堂,08-03 14:13:45,11秒,--,--,17251,458,272,Tu Lei
快别问了！超多购物红包优价好物限时抢！ #抖音818新潮好物节,08-03 12:24:50,23秒,--,--,31812,511,423,Tu Lei
一首古风送给奥运健儿，愿以最好的状态迎接这场胜利！#骁 #夺冠2021,08-03 11:28:28,15秒,--,--,294187,12141,1177,Tu Lei
最火三个男人的警示，最后一个太…#吴亦凡 #林生斌事件 #人类高质量男性,08-03 10:05:36,51秒,--,--,264212,11813,13622,Tu Lei
为奥运喝彩，为中国队加油！#夺冠2021,08-02 18:59:14,9秒,--,--,31894,819,188,Tu Lei
#抖音818新潮好物节 #818你有什么宝 8月8号来我直播间，你就能遇到最钟意的宝,08-02 13:00:00,42秒,--,--,26988,482,199,Tu Lei
重新组建的家庭需要孩子来稳固吗？#涂磊情感课程,08-01 19:51:24,14秒,--,--,32944,1306,902,Tu Lei
你有多少资本风花雪月？#涂磊情感课堂,07-31 22:01:18,53秒,--,--,201694,8798,29698,Tu Lei
涂磊苛选，为你而选！,07-31 21:01:45,37秒,--,--,37831,1483,607,Tu Lei
你亲手培养伤害你的人！#涂磊情感课堂,07-31 20:30:30,59秒,--,--,412101,19142,85097,Tu Lei
进来看看,07-31 19:47:32,9秒,--,--,57654,1296,191,Tu Lei
明明道理都懂，为什么还会受伤？#涂磊情感课程,07-31 19:05:07,9秒,--,--,23396,477,688,Tu Lei
没有准备的爱情是空谈！#涂磊情感课堂,07-31 16:52:32,55秒,--,--,264608,10093,65850,Tu Lei
爱情最好的状态是什么？#涂磊情感课堂,07-31 14:34:46,9秒,--,--,26351,755,1514,Tu Lei
为什么明明那么相爱的两个人最后会走散？#涂磊情感课堂,07-31 12:42:53,10秒,--,--,13494,490,716,Tu Lei
选老公最重要的标准是什么？#涂磊情感课堂,07-31 11:39:23,11秒,--,--,41101,1834,3334,Tu Lei
质量高不高？#人类高质量男性,07-30 19:02:45,12秒,--,--,292121,15289,4601,Tu Lei
男人，长点心吧，不要等到失去才后悔！#涂磊情感课堂,07-29 18:06:32,41秒,--,--,18271,489,1066,Tu Lei
怎么判断一个人爱不爱你？#涂磊情感课堂 #一起夺金2021,07-28 17:56:56,10秒,--,--,95489,2838,5800,Tu Lei
你怀疑过你的伴侣吗？#涂磊情感课堂,07-27 18:02:41,1分26秒,--,--,74736,1886,970,Tu Lei
选择不是爱！#涂磊情感课堂,07-26 17:59:35,26秒,--,--,35685,1240,3159,Tu Lei
#夺冠2021 #一起夺金2021,07-25 18:09:17,15秒,--,--,136460,2978,892,Tu Lei
为什么多数人结婚后会后悔？#涂磊情感课堂,07-24 22:29:56,10秒,--,--,29832,740,809,Tu Lei
为什么男人总是以不能给你未来而分手呢？#涂磊情感课堂,07-24 21:04:16,10秒,--,--,15730,395,415,Tu Lei
我疯了,07-24 19:30:01,13秒,--,--,216732,12818,1180,Tu Lei
大家觉得我这四菜一汤的要求不过分吧？#盛夏星日记,07-24 18:57:56,21秒,--,--,263184,7766,2615,Tu Lei
这不是誓言是谎言#涂磊情感课程,07-24 17:43:14,43秒,--,--,91886,3465,6765,Tu Lei
爱情的初衷是什么？#涂磊情感课堂,07-24 16:55:23,9秒,--,--,8616,175,241,Tu Lei
什么叫恋爱#涂磊情感课堂,07-24 15:59:37,9秒,--,--,24464,509,1452,Tu Lei
情感经历丰富的人，人品有问题吗？#涂磊情感课堂,07-24 14:42:47,16秒,--,--,33704,1168,1423,Tu Lei
分手后提出做朋友的人是怎么想的？#涂磊情感课堂,07-24 12:33:37,10秒,--,--,26893,893,690,Tu Lei
应该要求老公上交工资卡吗？#涂磊情感课堂,07-24 11:37:00,12秒,--,--,49104,2738,4372,Tu Lei
这辈子没这么无语过，大家评论区评评理#盛夏星日记,07-24 10:43:50,31秒,--,--,104569,5772,401,Tu Lei
为什么女人总喜欢问你爱不爱她。#涂磊情感课堂,07-23 19:53:16,12秒,--,--,442905,17212,39562,Tu Lei
当一个女生始终不接受你的礼物时，可能不是她不喜欢你…#涂磊情感课堂,07-23 17:43:12,22秒,--,--,40445,1344,853,Tu Lei
#网友自发捐款援助河南河南挺住！河南加油！#河南挺住,07-21 20:08:34,27秒,--,--,1178184,39826,5163,Tu Lei
女朋友哭了怎么哄？#涂磊情感课堂,07-21 12:01:35,9秒,--,--,37308,1595,1132,Tu Lei
同事问我为什么不笑,07-21 11:36:46,47秒,--,--,32123,1189,142,Tu Lei
在家无聊吗，找我聊聊天#假期在家的我,07-21 10:42:34,15秒,--,--,342340,8301,2505,Tu Lei
男人无能，婆媳恶交！#涂磊情感课堂,07-20 18:03:14,49秒,--,--,261146,15420,70518,Tu Lei
一晃三十多年过去了，再来一局？#刘德华出道40周年,07-20 15:39:03,59秒,--,--,173701,9034,1888,Tu Lei
为什么女人总爱翻旧账？#涂磊情感课堂,07-19 18:01:07,7秒,--,--,58537,1657,7306,Tu Lei
往事不回首，余生不将就，满眼都是你的人，才配得上你全部的爱，千万别对一人掏心又掏肺！,07-18 20:05:33,32秒,--,--,2790583,173614,80166,Tu Lei
大龄女青年只能找二婚男吗？#涂磊情感课堂,07-17 17:55:59,11秒,--,--,57209,1416,898,Tu Lei
中国健儿加油！#夺冠2021 #夺冠变装挑战,07-16 19:36:44,9秒,--,--,72394,1136,338,Tu Lei
祝中国健儿加油！#夺冠2021,07-16 18:28:17,6秒,--,--,171532,3253,616,Tu Lei
爱的多少与平等无关#涂磊情感课堂,07-15 18:02:17,48秒,--,--,128529,4041,14303,Tu Lei
#陪最后一届90后毕业,07-13 21:02:07,15秒,--,--,123037,4014,737,Tu Lei
拒绝双标#涂磊情感课堂,07-13 20:07:39,58秒,--,--,2303757,116564,435934,Tu Lei
孩子能拴住婚姻吗？#涂磊情感课堂,07-13 19:04:11,14秒,--,--,62492,3004,2296,Tu Lei
谎言都是刻意的#涂磊情感课堂,07-13 18:04:59,7秒,--,--,61162,1314,4960,Tu Lei
唠叨也是爱#涂磊情感课堂,07-13 17:36:42,36秒,--,--,125434,4408,16326,Tu Lei
一个男人的成功并不是这十五年你挣了多少钱，而是十五年后，不论成败你身边都站着同一个女人#携手余生,07-13 15:56:50,8秒,--,--,869790,22905,13879,Tu Lei
相思无用#涂磊情感课堂,07-12 18:30:00,39秒,--,--,299037,11493,40544,Tu Lei
